[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         11148287 function calls (10944247 primitive calls) in 68.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 managers.py:583(copy_func)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3067(_moment_central_dispatch)
        1    0.000    0.000    0.000    0.000 activations.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
       34    0.000    0.000    0.000    0.000 _regex_core.py:3035(__del__)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2313(_reduce_to_set)
        2    0.000    0.000    0.003    0.001 {built-in method strptime}
       20    0.000    0.000    0.000    0.000 base.py:1345(decorator)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
      256    0.000    0.000    0.000    0.000 libintmath.py:62(python_trailing)
        2    0.000    0.000    0.002    0.001 resource_tracker.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _construct.py:1(<module>)
      108    0.000    0.000    0.000    0.000 _docscrape.py:713(_should_skip_member)
        2    0.000    0.000    0.005    0.003 conv_fused.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _array_api.py:387(get_namespace)
       85    0.000    0.000    0.000    0.000 ssl.py:1138(_checkClosed)
       20    0.000    0.000    0.000    0.000 args_doc.py:1434(_process_kwargs_parameters)
        1    0.000    0.000    0.001    0.001 tools_common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 libhyper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internal.py:1(<module>)
      168    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.001    0.001 _ode.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _utils.py:970(_dummy_type)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 immutable_collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:961(poisson_gen)
        1    0.000    0.000    0.001    0.001 numpy_pickle_compat.py:1(<module>)
       21    0.000    0.000    0.000    0.000 managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 similarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _redistribute.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:597(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
      109    0.000    0.000    0.000    0.000 wrappers.py:263(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycles.py:1(<module>)
        6    0.000    0.000    0.000    0.000 series.py:6429(_reduce)
       51    0.000    0.000    0.000    0.000 sympify.py:514(_sympify)
        1    0.000    0.000    0.043    0.043 _local_folder.py:1(<module>)
        6    0.000    0.000    0.001    0.000 modeling_bert.py:498(__init__)
       15    0.000    0.000    0.000    0.000 args_doc.py:972(<listcomp>)
       93    0.000    0.000    0.000    0.000 multiarray.py:1098(copyto)
        1    0.000    0.000    0.001    0.001 ask.py:21(AssumptionKeys)
        1    0.000    0.000    0.000    0.000 environment.py:1136(Template)
        1    0.000    0.000    0.000    0.000 _set_output.py:1(<module>)
      270    0.000    0.000    0.000    0.000 _metadata_requests.py:313(requests)
       58    0.000    0.000    0.000    0.000 _regex_core.py:2838(__init__)
        2    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:986(<dictcomp>)
       59    0.000    0.000    0.001    0.000 inspect.py:3181(bind)
       13    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        4    0.000    0.000    0.000    0.000 import_utils.py:1365(is_sagemaker_mp_enabled)
        1    0.000    0.000    0.009    0.009 trainer_callback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
       28    0.000    0.000    0.000    0.000 __init__.py:56(__getattr__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.035    0.035 _infra.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:263(__init__)
        1    0.000    0.000    0.000    0.000 matadd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:183(Block)
        1    0.000    0.000    0.060    0.060 placement_types.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _char_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:271(GenerateBeamEncoderDecoderOutput)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1418(<listcomp>)
        1    0.000    0.000    0.000    0.000 gml.py:1(<module>)
        1    0.000    0.000    0.012    0.012 inductor_prims.py:1(<module>)
       16    0.000    0.000    0.000    0.000 base.py:6336(_maybe_downcast_for_indexing)
        1    0.000    0.000    0.000    0.000 libintmath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
       31    0.000    0.000    0.000    0.000 __init__.py:131(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lie_group.py:1(<module>)
       92    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.002    0.002 integers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constraint_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:12(Categorical)
       13    0.000    0.000    0.000    0.000 init.py:67(_no_grad_zero_)
        1    0.000    0.000    0.000    0.000 _dtypes.py:213(<dictcomp>)
       42    0.000    0.000    0.000    0.000 _jit_internal.py:668(export)
        1    0.000    0.000    0.002    0.002 _entropy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rendezvous.py:1(<module>)
       34    0.000    0.000    0.000    0.000 utils.py:147(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expanders.py:1(<module>)
        3    0.000    0.000    0.000    0.000 util.py:1476(import_from_string)
       10    0.000    0.000    0.000    0.000 dtypes.py:880(__eq__)
        5    0.000    0.000    0.000    0.000 decorator.py:177(create)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:1637(__new__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:1(<module>)
       66    0.000    0.000    0.000    0.000 decorators.py:46(deco)
        2    0.000    0.000    0.000    0.000 common.py:1233(dedup_names)
        1    0.000    0.000    0.000    0.000 observer.py:181(UniformQuantizationObserverBase)
        1    0.000    0.000    0.000    0.000 fake_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vmap.py:1(<module>)
       27    0.000    0.000    0.000    0.000 lazy.py:194(_create_realize_and_forward)
        1    0.000    0.000    0.033    0.033 modeling_utils.py:872(load_shard_file)
        4    0.000    0.000    0.001    0.000 generic.py:4902(_update_inplace)
        1    0.000    0.000    0.000    0.000 configuration_utils.py:45(PretrainedConfig)
        1    0.000    0.000    0.000    0.000 configparser.py:1312(ConverterMapping)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        3    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2146(_split_common_prefix)
        1    0.000    0.000    0.001    0.001 _artifact_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 while_loop.py:1(<module>)
        1    0.000    0.000    0.004    0.004 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '__invert__' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 pkgutil.py:144(_iter_file_finder_modules)
        1    0.000    0.000    0.004    0.004 instantiator.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        2    0.000    0.000    0.000    0.000 cluster.py:1(<module>)
        1    0.000    0.000    0.068    0.068 _conv_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 invoke_subgraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libmpf.py:136(<listcomp>)
        1    0.000    0.000    0.001    0.001 contingency.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:452(__sklearn_tags__)
        1    0.000    0.000    0.008    0.008 _mgc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1665(_get_supported_file_loaders)
       15    0.000    0.000    0.000    0.000 decorator.py:170(depends_on_deco)
       50    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
        1    0.000    0.000    0.000    0.000 directed.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _thread_flow_location.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method torch.pow}
       36    0.000    0.000    0.001    0.000 __init__.py:1066(__init__)
        1    0.000    0.000    0.000    0.000 config.py:1249(cuda)
        1    0.000    0.000    0.000    0.000 backend_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_tokenizer.py:14(BaseTokenizer)
       19    0.000    0.000    0.001    0.000 args_doc.py:983(parse_shape)
        1    0.000    0.000    0.001    0.001 zeta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 func_inspect.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.004    0.004 loss_for_object_detection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sandbox.py:1(<module>)
      120    0.000    0.000    0.000    0.000 _multiufuncs.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 tournament.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fit_mixin.py:144(FitMixinLoss)
        1    0.000    0.000    0.002    0.002 triton_bundler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dynamism.py:1(<module>)
      131    0.000    0.000    0.000    0.000 expr.py:197(<genexpr>)
        1    0.000    0.000    0.014    0.014 modeling_gguf_pytorch_utils.py:1(<module>)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
        5    0.000    0.000    0.000    0.000 deprecation.py:113(wrapper)
        2    0.000    0.000    0.001    0.000 _strptime.py:173(__init__)
        1    0.000    0.000    0.001    0.001 common_types.py:1(<module>)
        4    0.000    0.000    0.001    0.000 base.py:4330(reindex)
        1    0.000    0.000    0.000    0.000 _remote_module_non_scriptable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_blenderbot.py:1(<module>)
        9    0.000    0.000    0.001    0.000 assume.py:175(__new__)
        3    0.000    0.000    0.000    0.000 loss.py:41(__init__)
        1    0.000    0.000    0.001    0.001 _parser.py:1(<module>)
        6    0.000    0.000    0.003    0.000 modeling_bert.py:447(__init__)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 fancysets.py:1110(ComplexRegion)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3103(_moment_central_transform)
       44    0.000    0.000    0.000    0.000 pydoc.py:98(_isclass)
        1    0.000    0.000    0.001    0.001 modeling_flash_attention_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1(<module>)
        1    0.000    0.000    0.003    0.003 split_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
        1    0.000    0.000    0.221    0.221 hub.py:146(list_repo_templates)
        1    0.000    0.000    0.002    0.002 _mannwhitneyu.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:298(get_numerical_endpoints)
      150    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pin_memory.py:1(<module>)
      106    0.000    0.000    0.000    0.000 inspect.py:606(getmro)
        4    0.000    0.000    0.001    0.000 base.py:5467(append)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _dispatcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:324(_init_builtins)
       46    0.000    0.000    0.000    0.000 logic.py:92(fuzzy_bool)
       92    0.000    0.000    0.001    0.000 auxfuncs.py:630(l_not)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        1    0.000    0.000    0.000    0.000 tokenization_auto.py:700(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _subprocess.py:1(<module>)
        1    0.000    0.000    0.054    0.054 codeprinter.py:1(<module>)
        1    0.000    0.000    0.002    0.002 betweenness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 kcomponents.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.001    0.001 _indexing.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:767(tensor)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:100(<lambda>)
        1    0.000    0.000    0.005    0.005 _cache.py:1(<module>)
        7    0.000    0.000    0.000    0.000 apply.py:121(__init__)
