[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         11148287 function calls (10944247 primitive calls) in 68.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 case.py:246(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 _json.py:1356(SeriesParser)
        1    0.000    0.000    0.000    0.000 remote_module_template.py:5(get_remote_module_template)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:731(__len__)
        1    0.000    0.000    0.000    0.000 _guards.py:213(SLoc)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:2004(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 _infra.py:168(StackFrame)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:228(IntervalPrinter)
        1    0.000    0.000    0.000    0.000 autograd_cache.py:344(FXGraphCacheLoadable)
        1    0.000    0.000    0.000    0.000 _constraints.py:305(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 parquet.py:162(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 base.py:208(VariableTrackerMeta)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3161(_moment_standardized_formula)
        1    0.000    0.000    0.000    0.000 SequentialEvaluator.py:12(SequentialEvaluator)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:101(ReduceScatterState)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:18(Storage)
        1    0.000    0.000    0.000    0.000 pytables.py:3305(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 source.py:415(NegateSource)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:97(IncrementRecursionCount)
        1    0.000    0.000    0.000    0.000 __init__.py:20(verbose)
        1    0.000    0.000    0.000    0.000 utils.py:11(SequenceWrapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        2    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 partitioners.py:157(InvalidNodeBase)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:455(ONNXRuntimeOptions)
        1    0.000    0.000    0.000    0.000 source.py:829(CallMethodItemSource)
        1    0.000    0.000    0.000    0.000 diophantine.py:1029(GeneralPythagorean)
        1    0.000    0.000    0.000    0.000 graph_signature.py:51(SymBoolArgument)
        1    0.000    0.000    0.000    0.000 __init__.py:13(TensorboardEventHandler)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1328(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 zipfile.py:597(LZMACompressor)
        1    0.000    0.000    0.000    0.000 misc.py:982(MethodWrapperVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1083(TypingVariable)
        1    0.000    0.000    0.000    0.000 kind.py:7(MatrixKind)
        1    0.000    0.000    0.000    0.000 utils.py:22(_MissingType)
        1    0.000    0.000    0.000    0.000 compressor.py:152(LZMACompressorWrapper)
        1    0.000    0.000    0.000    0.000 _adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 rnn.py:60(PackedParameter)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:40(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 hyperparameter_search.py:93(SigOptBackend)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:683(_ProxyTensor)
        1    0.000    0.000    0.000    0.000 integer.py:256(UInt64Dtype)
        2    0.000    0.000    0.000    0.000 __init__.py:34(_rename_parameter)
        1    0.000    0.000    0.000    0.000 source.py:809(SubclassAttrListSource)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:541(ConstantLR)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:13(LRUDict)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 _api.py:81(FileLockMeta)
        1    0.000    0.000    0.000    0.000 unix_events.py:969(BaseChildWatcher)
        5    0.000    0.000    0.000    0.000 basic.py:324(_hashable_content)
        1    0.000    0.000    0.000    0.000 fetch.py:19(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 logger.py:64(Logger)
        1    0.000    0.000    0.000    0.000 _regex_core.py:734(parse_cost_equation)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1063(_DispatchCacheEntry)
        1    0.000    0.000    0.000    0.000 nodes.py:608(TemplateData)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 reference.py:331(OptimizedPythonReferenceAnalysis)
        1    0.000    0.000    0.000    0.000 util.py:6(assoc)
        1    0.000    0.000    0.000    0.000 autograd_function.py:741(__init__)
        1    0.000    0.000    0.000    0.000 parallel.py:467(parallel_backend)
        1    0.000    0.000    0.000    0.000 pytables.py:532(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 modeling_layers.py:25(GradientCheckpointingLayer)
        1    0.000    0.000    0.000    0.000 common.py:1088(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 _package_pickler.py:31(PackagePickler)
        1    0.000    0.000    0.000    0.000 serialization.py:384(skip_data)
        1    0.000    0.000    0.000    0.000 fit_mixin.py:119(OriginalCallback)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:5263(<listcomp>)
        1    0.000    0.000    0.000    0.000 _polyint.py:245(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 text.py:34(AsciiDirectedGlyphs)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:202(__repr__)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 STSDataReader.py:73(STSBenchmarkDataReader)
        1    0.000    0.000    0.000    0.000 api.py:394(ShardedOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 generic.py:124(NamedAgg)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:434(mpc_convert_lhs)
        1    0.000    0.000    0.000    0.000 padding.py:626(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 distance.py:1774(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 process.py:66(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 heaps.py:281(BinaryHeap)
        1    0.000    0.000    0.000    0.000 line.py:2362(Segment2D)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:552(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 MatryoshkaLoss.py:30(ForwardDecorator)
        1    0.000    0.000    0.000    0.000 replicate.py:152(DDP)
        1    0.000    0.000    0.000    0.000 mock.py:295(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:522(_ReplicationPadNd)
        1    0.000    0.000    0.000    0.000 reportviews.py:899(OutMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 _utils.py:986(_LazySeedTracker)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 _guards.py:230(ShapeGuard)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 configuration_altclip.py:142(AltCLIPVisionConfig)
        1    0.000    0.000    0.000    0.000 eval_frame.py:731(OptimizeContext)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2422(CallGroup)
        1    0.000    0.000    0.000    0.000 _tags.py:136(ClassifierTags)
        1    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
        1    0.000    0.000    0.000    0.000 formal.py:1613(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 import_utils.py:714(is_torch_xla_available)
        1    0.000    0.000    0.000    0.000 simple_registry.py:27(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:468(ReflectionPad3d)
        1    0.000    0.000    0.000    0.000 _param_validation.py:307(_NoneConstraint)
        1    0.000    0.000    0.000    0.000 info.py:575(_InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 misc.py:410(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 mock.py:293(_Sentinel)
        1    0.000    0.000    0.000    0.000 autograd_function.py:256(VmapInfo)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 {built-in method psutil._psutil_posix.getpagesize}
        1    0.000    0.000    0.000    0.000 polyoptions.py:711(Symbols)
        1    0.000    0.000    0.000    0.000 _invoke_quant.py:11(InvokeQuantTracer)
        1    0.000    0.000    0.000    0.000 jisfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 configuration_qwen2_5_vl.py:273(Qwen2_5_VLConfig)
        1    0.000    0.000    0.000    0.000 _appending_byte_serializer.py:18(__init__)
        1    0.000    0.000    0.000    0.000 guards.py:2325(Replacer)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1059(<listcomp>)
        1    0.000    0.000    0.000    0.000 timeutils.py:40(<listcomp>)
        2    0.000    0.000    0.000    0.000 multiarray.py:1410(may_share_memory)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1565(Constraint)
        2    0.000    0.000    0.000    0.000 core.py:3509(shape)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:82(FullInverseLaplacian)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:255(_ConstraintTarget)
        1    0.000    0.000    0.000    0.000 fit_mixin.py:96(EvaluatorCallback)
        1    0.000    0.000    0.000    0.000 observer.py:1699(PerAxis)
        2    0.000    0.000    0.000    0.000 _state.py:44(__bool__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:196(_AnyMeta)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 _nonlin.py:317(TerminationCondition)
        2    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:293(backend_tokenizer)
        1    0.000    0.000    0.000    0.000 core.py:1349(tensor_descriptor_type)
        1    0.000    0.000    0.000    0.000 spawn.py:46(ProcessRaisedException)
        1    0.000    0.000    0.000    0.000 __init__.py:33(ContextProp)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:426(MKLController)
        1    0.000    0.000    0.000    0.000 exc.py:223(UserError)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:132(FakeTensorTLS)
        1    0.000    0.000    0.000    0.000 frontend.py:171(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 _testutils.py:56(PytestTester)
        1    0.000    0.000    0.000    0.000 common.py:1022(_BytesZipFile)
        2    0.000    0.000    0.000    0.000 arrayprint.py:952(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:670(EffectTokensWrapper)
        1    0.000    0.000    0.000    0.000 kind.py:97(__new__)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 fused.py:223(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        1    0.000    0.000    0.000    0.000 assume.py:174(PredicateMeta)
        1    0.000    0.000    0.000    0.000 memory.py:1045(CUDAPluggableAllocator)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:471(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 LabelAccuracyEvaluator.py:20(LabelAccuracyEvaluator)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 facts.py:214(rules_2prereq)
        1    0.000    0.000    0.000    0.000 rng_prims.py:155(RunAndSaveRngState)
        1    0.000    0.000    0.000    0.000 _morestats.py:1170(_BigFloat)
        1    0.000    0.000    0.000    0.000 cache.py:5(_cache)
        1    0.000    0.000    0.000    0.000 flat_apply.py:50(_ConstantFunction)
        1    0.000    0.000    0.000    0.000 instancenorm.py:127(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:586(__init__)
        1    0.000    0.000    0.000    0.000 simple_paths.py:555(PathBuffer)
        1    0.000    0.000    0.000    0.000 functional.py:409(_AlltoAllSingle)
        1    0.000    0.000    0.000    0.000 instancenorm.py:204(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1288(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 configuration_flava.py:327(FlavaImageCodebookConfig)
        1    0.000    0.000    0.000    0.000 lazy.py:176(LazySymNodeFormatString)
        1    0.000    0.000    0.000    0.000 executor.py:118(_TestingMemmappingExecutor)
        5    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x76d4e6f67be0}
        1    0.000    0.000    0.000    0.000 aoti_call_delegate.py:20(AOTICallDelegate)
        1    0.000    0.000    0.000    0.000 series.py:1229(List2DSeries)
        1    0.000    0.000    0.000    0.000 wrap.py:18(Wrap)
        1    0.000    0.000    0.000    0.000 _covariance.py:615(CovViaPSD)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 readers.py:460(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 functional.py:441(_AllReduce)
        1    0.000    0.000    0.000    0.000 _funcs.py:54(IndexExpression)
        1    0.000    0.000    0.000    0.000 functions.py:516(CleanDiv)
        1    0.000    0.000    0.000    0.000 configuration_idefics2.py:109(Idefics2PerceiverConfig)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 report.py:28(BasicReport)
        1    0.000    0.000    0.000    0.000 _encode.py:330(_NaNCounter)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1351(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:140(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:22(_PCGSolver)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:96(AllGatherState)
        1    0.000    0.000    0.000    0.000 source.py:850(BackwardStateSource)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1046(_SeriesTableBuilderVerbose)
        3    0.000    0.000    0.000    0.000 concat.py:754(<genexpr>)
        1    0.000    0.000    0.000    0.000 scan.py:179(ScanOp)
        1    0.000    0.000    0.000    0.000 _guards.py:499(ModuleContextCheckpointState)
        1    0.000    0.000    0.000    0.000 activation.py:395(SiLU)
        1    0.000    0.000    0.000    0.000 __init__.py:1839(DoubleStorage)
        1    0.000    0.000    0.000    0.000 compressor.py:121(BZ2CompressorWrapper)
        1    0.000    0.000    0.000    0.000 queues.py:294(JoinableQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:354(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:46(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 CachedMultipleNegativesRankingLoss.py:17(RandContext)
        1    0.000    0.000    0.000    0.000 graphml.py:702(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:117(PendingUnbackedSymbolNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:66(_DistributedPdb)
        1    0.000    0.000    0.000    0.000 pool.py:99(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 LoggingHandler.py:8(LoggingHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:271(LogRecord)
        6    0.000    0.000    0.000    0.000 import_utils.py:472(is_essentia_available)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:232(_enable_get_lr_call)
        1    0.000    0.000    0.000    0.000 activation.py:276(ReLU6)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 CSRLoss.py:28(CSRReconstructionLoss)
        1    0.000    0.000    0.000    0.000 coreviews.py:66(AdjacencyView)
        1    0.000    0.000    0.000    0.000 api.py:276(StateDictConfig)
        1    0.000    0.000    0.000    0.000 traversal.py:68(preorder_traversal)
        1    0.000    0.000    0.000    0.000 _xet.py:16(XetFileData)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 apply.py:1610(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 glue.py:278(ColaProcessor)
        1    0.000    0.000    0.000    0.000 groupby.py:730(GroupByPlot)
        1    0.000    0.000    0.000    0.000 _fitpack_repro.py:413(F)
        1    0.000    0.000    0.000    0.000 process_executor.py:141(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 trainer_pt_utils.py:1374(LayerWiseDummyScheduler)
        1    0.000    0.000    0.000    0.000 transforms.py:638(SoftplusTransform)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:394(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 _basic.py:2828(_range_prod)
        1    0.000    0.000    0.000    0.000 pytables.py:4452(AppendableTable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:1175(StreamVariable)
        1    0.000    0.000    0.000    0.000 eval_frame.py:427(innermost_fn)
        1    0.000    0.000    0.000    0.000 single.py:1436(HomogeneousCoeffSubsDepDivIndep)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1772(SymbolicContext)
        1    0.000    0.000    0.000    0.000 _api.py:33(AcquireReturnProxy)
        1    0.000    0.000    0.000    0.000 _windows.py:53(WindowsFileLock)
        1    0.000    0.000    0.000    0.000 lexer.py:297(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 version.py:454(_TrimmedRelease)
        1    0.000    0.000    0.000    0.000 proxy.py:398(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:592(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(HalfStorage)
        1    0.000    0.000    0.000    0.000 logits_process.py:548(MinPLogitsWarper)
        1    0.000    0.000    0.000    0.000 exc.py:47(MissingOperatorWithDecomp)
        1    0.000    0.000    0.000    0.000 _invoke_quant.py:25(InvokeQuantUnpacked)
        1    0.000    0.000    0.000    0.000 padding.py:533(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 parallel.py:119(_FuncWrapper)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1188(BoschlooExactResult)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:914(StreamContextVariable)
        1    0.000    0.000    0.000    0.000 utils.py:1383(_WrappedMethod)
        1    0.000    0.000    0.000    0.000 grad_mode.py:329(_force_original_view_tracking)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 python_parser.py:1201(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parse.py:194(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 functional_utils.py:365(FunctionalTensorMetadataEq)
        1    0.000    0.000    0.000    0.000 asyncio.py:52(AsyncAcquireReturnProxy)
        1    0.000    0.000    0.000    0.000 _interpolate.py:108(interp2d)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 version.py:108(__ne__)
        1    0.000    0.000    0.000    0.000 common.py:13(HolderModule)
        2    0.000    0.000    0.000    0.000 version.py:352(epoch)
        1    0.000    0.000    0.000    0.000 _linalg.py:73(LinAlgError)
        1    0.000    0.000    0.000    0.000 InputExample.py:14(InputExample)
        1    0.000    0.000    0.000    0.000 _common_utils.py:99(_UninitializedDeviceHandle)
        1    0.000    0.000    0.000    0.000 activation.py:698(GELU)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10004(trapz_gen)
        4    0.000    0.000    0.000    0.000 api.py:289(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:332(SequentialLlama4TextExperts)
        1    0.000    0.000    0.000    0.000 user_defined.py:124(UserDefinedVariable)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 process_executor.py:299(_SafeQueue)
        1    0.000    0.000    0.000    0.000 _ops.py:1322(_Ops)
        1    0.000    0.000    0.000    0.000 logits_process.py:60(LogitsProcessorList)
        1    0.000    0.000    0.000    0.000 bdb.py:862(Tdb)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 abc.py:265(SourceLoader)
        1    0.000    0.000    0.000    0.000 split_module.py:18(Partition)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 hf_api.py:590(RepoSibling)
        1    0.000    0.000    0.000    0.000 base.py:233(DenseOutput)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:2120(_backward_compatibility_gradient_checkpointing)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:797(__init__)
        1    0.000    0.000    0.000    0.000 simple_registry.py:59(GenericTorchDispatchRuleHolder)
        1    0.000    0.000    0.000    0.000 _typing.py:238(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 __init__.py:1500(DoubleStorage)
        1    0.000    0.000    0.000    0.000 nodes.py:1177(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 sandbox.py:404(ImmutableSandboxedEnvironment)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:79(_LUSolver)
        1    0.000    0.000    0.000    0.000 utils.py:3777(_Anchors)
        1    0.000    0.000    0.000    0.000 run_const_graph.py:11(RunConstGraph)
        1    0.000    0.000    0.000    0.000 _interface.py:693(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 functions.py:831(FunctionDecoratedByContextlibContextManagerVariable)
        1    0.000    0.000    0.000    0.000 source.py:714(NNModuleSource)
        1    0.000    0.000    0.000    0.000 rng_prims.py:219(RunWithRngState)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 fit_mixin.py:137(OriginalCallback)
        1    0.000    0.000    0.000    0.000 cond.py:55(CondOp)
        1    0.000    0.000    0.000    0.000 padding.py:574(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 async_utils.py:73(_IteratorToAsyncIterator)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:82(DelayedImportErrorModule)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        1    0.000    0.000    0.000    0.000 utils.py:4248(Lit)
        1    0.000    0.000    0.000    0.000 strict_mode.py:45(StrictMode)
        1    0.000    0.000    0.000    0.000 loss.py:1045(HuberLoss)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:196(__init__)
        1    0.000    0.000    0.000    0.000 resample.py:2033(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 SentencesDataset.py:17(SentencesDataset)
        1    0.000    0.000    0.000    0.000 sparse.py:462(MutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 import_utils.py:710(is_g2p_en_available)
        1    0.000    0.000    0.000    0.000 wrap.py:61(__init__)
        1    0.000    0.000    0.000    0.000 glue.py:561(WnliProcessor)
        1    0.000    0.000    0.000    0.000 semantic.py:13(IncompatibleTypeErrorImpl)
        1    0.000    0.000    0.000    0.000 utils.py:22(UnsupportedAliasMutationException)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 pool.py:46(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _atfork.py:23(register_after_fork)
        1    0.000    0.000    0.000    0.000 _rules.py:276(_FxNodeInsertTypePromotion)
        1    0.000    0.000    0.000    0.000 configuration_kosmos2.py:206(Kosmos2Config)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:938(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1209(_RangeFunc)
        1    0.000    0.000    0.000    0.000 core.py:2444(__init__)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:206(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 iter.py:243(RepeatIteratorVariable)
        1    0.000    0.000    0.000    0.000 orderings.py:137(InverseOrder)
        1    0.000    0.000    0.000    0.000 polyerrors.py:13(ExactQuotientFailed)
        1    0.000    0.000    0.000    0.000 decorator.py:101(no_attrs_in_subclass)
        1    0.000    0.000    0.000    0.000 _rules.py:148(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 polyutils.py:516(IntegerPowerable)
        1    0.000    0.000    0.000    0.000 _invoke_quant.py:26(__init__)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 expressions.py:45(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 configuration_instructblipvideo.py:116(InstructBlipVideoQFormerConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:458(CudaError)
        1    0.000    0.000    0.000    0.000 io_adapter.py:412(FlattenInputWithTreeSpecValidationInputStep)
        1    0.000    0.000    0.000    0.000 numbers.py:3142(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 frontend.py:154(FrontendError)
        1    0.000    0.000    0.000    0.000 describe.py:136(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 configuration_chinese_clip.py:146(ChineseCLIPVisionConfig)
        1    0.000    0.000    0.000    0.000 source.py:630(ListGetItemSource)
        1    0.000    0.000    0.000    0.000 determinant.py:72(Permanent)
        1    0.000    0.000    0.000    0.000 _interface.py:833(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 source.py:431(ConvertIntSource)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:6(NBitBase)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:928(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1960(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 memory.py:70(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 single.py:1046(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 polyoptions.py:50(BooleanOption)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 xnli.py:27(XnliProcessor)
        1    0.000    0.000    0.000    0.000 api.py:293(FullStateDictConfig)
